id,age,gender,annual_income,loan_amount,loan_term,employment_type,purpose,num_dependents,bureau_score,num_of_accounts,num_of_open_accounts,total_debt,delinquencies,num_loans,num_defaults,total_loan_amount,total_repaid_amount,avg_dpd,months_on_book,status,dpd,payment_amount,num_cards,credit_limit,utilization_ratio,max_utilization_ratio,late_payments,default_12m
789,29,Male,1053489,160076,12,Salaried,Home,4,474,6,6,681218,7,0,2,1356827,1080462,16,40,Late,58,38272,2,152870,0.2263345599524019,0.0906064138542913,17,0
790,62,Female,568561,70811,24,Salaried,Education,0,756,3,6,43109,1,4,1,1714088,424985,78,42,Paid,40,81945,3,350956,0.7441655527194422,0.4733179729827298,10,0
791,28,Male,1048016,577014,48,Salaried,Car,2,878,3,2,264872,0,4,1,298910,630382,43,9,Late,65,24000,3,258198,0.6532274700071709,0.3110374184058185,5,1
792,25,Male,1125537,921798,60,Salaried,Business,1,529,4,1,196030,9,0,0,629278,1102094,70,1,Paid,13,62814,4,216938,0.6556276479540085,0.9037437225140968,15,0
793,64,Female,1729044,416625,60,Salaried,Home,1,801,9,6,33789,0,5,2,1821426,550471,56,41,Late,4,26481,4,446635,0.692583214291651,0.5706034728222021,6,0
794,45,Male,698785,220426,36,Self-employed,Business,3,640,2,3,374689,3,2,0,1265928,1263464,5,57,Late,41,85405,4,344625,0.6437343262226867,0.9851016377296592,11,0
795,52,Male,1318156,758578,12,Salaried,Home,2,316,1,4,184475,2,4,2,1012877,96456,12,20,Late,57,11713,3,176799,0.582261136440604,0.2852175162670273,4,0
796,53,Male,1129655,298903,36,Salaried,Education,2,755,7,4,269132,4,0,1,1934080,1278887,82,29,Late,12,83950,4,195418,0.4294143768720203,0.6109206435336022,12,1
797,57,Male,399859,625048,48,Salaried,Business,5,750,3,6,32297,3,4,1,1142795,557377,77,57,Paid,68,99829,3,494367,0.6426167630955927,0.4744448752750263,10,1
798,23,Female,832979,547057,24,Self-employed,Car,3,568,5,4,666890,3,0,0,690499,556604,45,40,Paid,74,31178,1,443174,0.8268990922359505,0.6165125413954259,3,0
799,54,Female,1850960,495065,48,Salaried,Business,5,616,4,2,201523,0,9,2,288505,1336373,9,31,Late,18,62212,1,496268,0.6429914107629363,0.1580896345130683,2,0
800,42,Male,1620148,123332,12,Self-employed,Car,1,619,4,5,840248,2,9,2,189348,138923,74,12,Late,23,61210,2,383402,0.2817943468937502,0.352031859110033,6,1
801,59,Male,699751,628406,48,Self-employed,Business,4,546,6,4,608644,0,0,1,494392,1413631,13,21,Paid,19,32888,3,486979,0.5999985041204805,0.036732166303309,12,0
802,31,Male,769398,112084,36,Self-employed,Business,3,443,4,1,50529,8,6,2,1840161,1610352,65,17,Paid,66,29785,3,183602,0.2586961664175382,0.1715512546020901,14,1
803,55,Male,1919879,141232,60,Salaried,Home,3,679,2,2,276787,3,9,0,764361,309250,73,46,Late,21,3072,3,219845,0.9005009891542176,0.1574273635495092,12,0
804,56,Male,1207242,480301,36,Salaried,Home,4,789,1,4,622857,6,2,0,1274911,1116120,3,37,Late,17,37804,1,246714,0.9515902513974144,0.747281173305309,3,0
805,33,Female,1374840,883160,24,Self-employed,Education,2,872,6,2,76843,5,5,0,1240008,657449,6,3,Late,45,24675,2,192452,0.0332223695610766,0.8001799304705148,0,0
806,56,Female,1109496,358744,60,Self-employed,Business,0,346,8,3,13382,3,2,0,86083,1491478,20,23,Paid,76,53230,2,117286,0.9106624344228462,0.5355367151822626,11,0
807,59,Male,993674,363283,48,Salaried,Home,4,629,7,1,401607,0,0,0,286224,451305,27,54,Late,83,65016,1,476214,0.0955828928343338,0.2918632397939614,7,1
808,60,Male,1861749,846796,48,Self-employed,Home,3,524,7,6,621897,4,6,2,92572,984290,3,53,Late,35,50314,2,396095,0.9562333036382872,0.0292649635718101,14,0
809,31,Male,376036,655611,60,Self-employed,Car,2,302,7,1,937639,6,4,0,1612976,150333,31,57,Late,13,63160,3,198161,0.5979872312603581,0.2576810276538601,12,0
810,48,Male,383324,375320,12,Salaried,Car,4,850,7,7,44312,2,6,0,1709102,1541751,79,2,Paid,68,74565,3,438270,0.5915908158198004,0.8382617537639415,8,0
811,48,Male,359403,719527,60,Self-employed,Home,3,663,4,1,958911,9,8,1,1897531,165817,81,41,Paid,21,43590,1,68652,0.918537920730338,0.0536227775474354,14,0
812,55,Female,974000,523126,60,Salaried,Business,1,398,4,5,504093,3,0,2,1565289,457960,26,23,Paid,78,44898,3,337292,0.3491263066676668,0.360515566918395,9,0
813,42,Female,1971099,887943,12,Salaried,Home,5,308,9,2,923731,4,0,0,1309064,1787811,39,35,Late,72,91280,4,444930,0.8872877942601272,0.0145616607795343,8,0
814,42,Female,1909055,810355,12,Self-employed,Education,2,836,4,7,728898,1,4,0,440277,919281,66,51,Late,35,89806,4,139517,0.6117348019430172,0.9535697377911744,4,1
815,36,Female,1248524,369876,60,Salaried,Home,5,594,2,4,157125,5,8,0,1743589,63615,33,45,Paid,11,85066,3,201333,0.2281041029044815,0.4434918291221251,19,0
816,33,Male,1570580,983937,48,Salaried,Education,0,490,1,1,194306,2,2,0,842938,1232919,62,54,Late,6,16486,3,121046,0.8403904432241937,0.4732540930560404,17,0
817,50,Male,435967,690261,36,Salaried,Business,2,446,9,1,526104,6,9,0,1718756,391893,13,55,Late,34,6350,3,372944,0.0204367303879694,0.335145230865182,15,1
818,30,Female,691117,633602,24,Salaried,Home,0,402,1,7,456252,2,9,2,1689812,806843,86,18,Paid,55,26517,1,478318,0.1776252804217619,0.9457577075360232,16,0
819,30,Female,919633,657848,36,Self-employed,Education,5,742,7,1,249862,5,1,0,1818569,1531774,27,17,Late,67,62860,4,496857,0.7552246640352039,0.4600349313333665,2,0
820,28,Female,257224,713582,48,Salaried,Home,1,346,7,5,972596,5,9,1,1726571,245197,67,21,Paid,63,21898,2,116844,0.9921829845028808,0.5628025507373593,7,0
821,58,Female,206312,345281,12,Self-employed,Business,5,541,5,6,726494,8,7,1,1652338,128431,31,35,Late,66,23556,2,182485,0.9584075981275848,0.2540786576404222,8,0
822,46,Male,1665255,575734,24,Salaried,Car,2,629,7,6,109554,7,9,1,551833,582838,51,17,Paid,73,59552,3,350738,0.4671308606821034,0.535644620798641,10,0
823,45,Male,1466463,82717,48,Salaried,Home,0,548,2,5,148102,9,1,1,743782,822759,88,15,Paid,2,14550,1,355782,0.0269585368271807,0.4695543492464593,2,0
824,50,Male,1910431,510202,60,Salaried,Home,4,671,9,7,122480,8,1,0,774845,208731,8,8,Paid,38,70293,3,124892,0.3607966254590982,0.2911195759488982,11,0
825,33,Male,719938,728286,60,Self-employed,Home,1,881,6,3,453546,1,1,2,666638,1578586,78,19,Late,45,39379,2,411515,0.9462754403408938,0.1544177749735188,17,0
826,21,Female,1812144,517077,60,Self-employed,Home,1,670,7,7,593408,7,5,2,201418,1191611,56,58,Paid,31,63654,1,455193,0.0505698756016252,0.1014682420645228,12,0
827,30,Male,630796,495037,36,Salaried,Car,4,530,6,5,109080,0,8,1,729072,1776447,65,49,Paid,55,2613,4,274013,0.8067971299442672,0.7594359298599828,4,0
828,37,Male,396315,271842,60,Self-employed,Car,0,729,2,6,459664,2,9,0,1691519,57272,55,1,Paid,63,40531,2,317144,0.5112821968655357,0.8307876084225528,5,0
829,56,Male,264057,997856,48,Salaried,Home,5,344,3,3,495227,7,9,1,1212867,1408550,87,5,Late,27,54642,3,87729,0.921540537205634,0.3564927827183584,16,0
830,27,Male,1584304,948413,60,Salaried,Business,5,869,3,3,180250,4,1,1,759740,63614,21,17,Late,49,82661,4,348271,0.1420298245359239,0.7704486378974111,11,0
831,52,Male,874764,961753,12,Self-employed,Education,0,459,9,2,874326,3,8,2,1688110,1223991,44,55,Late,53,82558,2,299883,0.1895850332539896,0.896294985943325,3,0
832,56,Female,672539,472707,24,Salaried,Home,0,543,7,5,175886,3,6,2,625725,1207726,41,14,Paid,65,37140,1,395109,0.5268309967960463,0.5748812382260879,2,0
833,50,Female,731815,388936,36,Salaried,Business,2,768,2,6,498439,0,3,1,633681,273954,62,49,Late,80,8954,2,263964,0.3098951282425094,0.8044023124690239,14,0
834,41,Female,1492347,823872,48,Self-employed,Education,4,739,1,2,61505,7,3,1,1170759,1516502,84,12,Late,77,48023,4,109391,0.5293562332017643,0.761939249186722,17,0
835,33,Female,1978225,317206,12,Salaried,Business,3,795,2,1,257821,0,8,1,557557,835173,33,32,Late,75,32473,2,377906,0.8737301533003854,0.4698247020240332,1,0
836,21,Male,775929,976499,60,Self-employed,Education,3,809,6,4,956201,7,4,2,1125003,384784,16,11,Late,85,63831,2,454727,0.5269016121546042,0.5529669701868974,14,0
837,34,Male,1966506,713836,60,Self-employed,Car,0,448,4,7,391438,3,4,0,1256981,1207676,24,41,Paid,31,92749,2,106775,0.435846567084064,0.5472849963575537,9,1
838,58,Female,1151328,530071,36,Self-employed,Business,0,577,1,3,336602,6,0,1,59971,1285261,42,19,Paid,37,92181,3,355718,0.6298399691273496,0.4446870852076526,6,1
839,41,Male,1391394,539683,12,Self-employed,Car,0,635,3,1,584980,4,6,2,77187,1248283,29,26,Late,33,49131,3,414417,0.4324960235059537,0.9718214257153392,4,0
840,22,Male,488393,220769,60,Salaried,Home,3,706,3,5,353168,9,1,1,795375,1795409,50,51,Late,61,21000,1,420898,0.2965295612068185,0.0405386928159652,7,0
841,39,Female,215095,472191,24,Self-employed,Car,3,750,7,7,640625,6,4,2,777621,989218,53,2,Late,60,18386,2,340491,0.5888468004168036,0.5721212483957464,12,0
842,28,Male,1757968,713502,36,Salaried,Car,1,494,2,5,968114,4,0,1,58237,1558179,32,55,Late,61,30041,1,291096,0.6796366404121461,0.902359025523938,13,0
843,39,Male,282964,825190,48,Salaried,Business,0,338,3,1,967971,6,2,0,520089,895429,80,10,Late,19,13536,2,113116,0.2031232459939295,0.2400165653658224,3,1
844,50,Female,1105104,838243,36,Self-employed,Education,0,581,7,4,590552,5,3,1,1290238,362266,4,31,Paid,30,33657,3,172001,0.4715333619120171,0.3843379915982916,15,0
845,40,Male,223381,233293,60,Self-employed,Education,1,853,1,5,956302,2,4,1,562774,721294,31,1,Paid,75,1283,2,216981,0.2305841517220413,0.9100151405755532,14,1
846,51,Female,1886402,263511,12,Salaried,Home,1,600,8,2,886893,6,1,1,1343504,1056829,32,42,Late,14,47535,1,142846,0.1359601662628581,0.3326139932392015,18,0
847,50,Female,1839449,831241,48,Self-employed,Education,0,793,9,6,652793,5,1,0,128181,1385884,5,55,Paid,86,82650,4,413819,0.1583620470632989,0.8807947088259066,6,1
848,57,Female,1809571,606292,48,Salaried,Car,0,441,9,7,928009,4,1,0,1293959,422514,47,27,Late,30,59292,2,296224,0.4818015366682585,0.2583801793307213,9,0
849,41,Male,1702039,904508,36,Self-employed,Business,1,604,1,4,587070,8,6,0,485275,707710,89,42,Paid,9,96404,2,497559,0.735087826523511,0.3577722019606758,1,1
850,26,Female,209318,314826,24,Salaried,Car,1,439,6,5,625388,5,3,2,1575501,1391650,13,21,Paid,52,28223,2,282573,0.3745798124596048,0.2696181127580001,17,0
851,52,Female,439976,764403,60,Self-employed,Business,1,421,8,4,124433,6,3,2,612319,23782,46,59,Paid,72,92922,1,148811,0.2763827099211844,0.9902649318966726,16,1
852,40,Male,783978,176482,48,Self-employed,Business,4,635,7,6,475265,4,1,1,867122,677826,24,46,Late,23,12635,1,178404,0.1572219593731062,0.4411272445152904,13,0
853,21,Female,1169548,328261,12,Self-employed,Car,4,445,8,6,812289,6,5,0,1681357,290822,58,6,Late,49,9958,3,217438,0.9156047525008232,0.2154114716873488,19,0
854,61,Male,1457792,549385,36,Salaried,Education,3,424,3,7,322206,8,8,2,366207,682297,48,19,Paid,86,91572,1,377764,0.9504102717018686,0.3820002843661325,17,0
855,53,Female,988208,259704,12,Salaried,Car,3,872,5,2,381554,3,3,1,368882,924704,37,34,Late,70,21664,1,270614,0.97283405539586,0.26038164842053,5,0
856,28,Male,812060,251707,48,Salaried,Home,4,480,1,4,442689,8,6,2,118686,1316085,89,24,Paid,36,79233,4,351113,0.0732319053179867,0.7696838627807467,13,0
857,32,Female,1430734,195491,12,Self-employed,Business,2,685,3,6,397977,7,9,1,307437,941181,60,19,Late,64,91358,1,388611,0.6736826872849252,0.4502496815153411,3,0
858,45,Female,1498422,547407,48,Salaried,Education,1,682,4,7,306680,8,3,0,525919,1194977,71,7,Late,18,57873,1,494451,0.3385167144501995,0.3292538331612133,2,0
859,25,Female,1956561,118864,48,Self-employed,Home,3,769,4,1,356456,0,0,1,1048975,1175864,60,14,Paid,20,71271,3,284807,0.1390972410094366,0.7997293071858536,7,1
860,22,Male,785955,64874,36,Self-employed,Business,5,430,7,5,975541,8,8,2,988366,1029250,31,47,Late,67,22798,1,489079,0.4045226116407882,0.1179722893608467,8,0
861,62,Female,768789,641967,60,Self-employed,Car,1,749,1,3,322199,8,7,1,240494,461271,42,54,Paid,51,23935,4,112050,0.9812496369895116,0.605017957289761,8,0
862,21,Male,1806287,740758,36,Self-employed,Business,0,663,1,3,32136,5,7,0,745214,831203,61,14,Paid,64,58793,2,361108,0.1108603198601571,0.9601621453887956,12,0
863,30,Female,1085679,383639,60,Salaried,Car,4,546,7,5,693500,1,6,1,136859,1144456,49,13,Paid,29,30622,4,96917,0.7301119844174587,0.2243844248535943,10,0
864,29,Female,695756,776417,12,Self-employed,Business,1,680,6,2,984289,7,1,1,242883,454421,77,30,Late,41,52897,4,128716,0.9383245294291476,0.5222323472713729,8,0
865,49,Female,1121686,568687,60,Self-employed,Education,5,570,1,6,280568,2,4,0,273490,1707564,39,2,Paid,28,22785,1,63953,0.5657513077955495,0.2705832102256622,8,1
866,25,Male,1332925,196790,36,Salaried,Car,5,693,3,3,59112,0,2,2,1440534,1723177,84,31,Paid,58,96883,4,331766,0.8365178016466329,0.4146981555256347,11,0
867,28,Female,1343242,761068,12,Salaried,Home,3,699,8,4,918471,9,2,2,1031441,1056440,64,10,Paid,89,65589,2,473099,0.7245084184761145,0.2620710029968456,17,0
868,40,Male,1321500,741709,12,Salaried,Car,4,760,6,7,905656,1,0,2,1940139,1349329,11,2,Late,55,74671,2,294461,0.0647394312260011,0.2580438469413224,12,0
869,29,Female,1786574,119095,12,Salaried,Education,0,631,8,4,533739,4,9,1,1144271,259412,9,40,Late,64,96460,2,384069,0.1082736576006747,0.3272899489359263,14,0
870,48,Male,1551005,335254,60,Self-employed,Car,5,346,9,6,717210,7,1,0,1305506,1463518,32,38,Late,13,53161,2,252397,0.3492178080496272,0.7590015480261025,4,1
871,28,Male,1971014,695408,48,Salaried,Education,3,607,5,1,79429,7,1,2,1982984,818617,34,41,Late,73,65061,2,483860,0.1858447530411379,0.4308431823922461,6,0
872,33,Female,1150940,91267,36,Self-employed,Education,3,463,3,4,380250,8,1,2,121284,1634243,9,49,Late,38,39404,1,434538,0.1544636768385572,0.0530900987310053,2,0
873,32,Male,270484,682272,24,Salaried,Car,5,671,2,3,390142,8,8,1,1160292,625194,17,29,Paid,39,48382,3,87649,0.1097738910938254,0.6491076246230078,9,0
874,23,Male,1073323,253639,24,Salaried,Education,3,567,5,3,501754,5,2,2,918402,480077,34,29,Paid,23,71459,1,489210,0.3418198921441114,0.1991091026316402,1,0
875,27,Female,1627053,587491,24,Self-employed,Business,3,825,9,2,212672,7,3,2,658674,649984,43,45,Paid,72,10631,1,145914,0.2616662612518189,0.2660663077864617,8,0
876,58,Female,1926046,247152,48,Self-employed,Home,0,839,9,4,69197,9,7,1,696624,1617287,15,10,Late,74,86962,4,52723,0.1510699031490086,0.787692020210364,19,0
877,53,Male,473770,893834,12,Self-employed,Business,2,507,5,3,899891,8,7,1,1431102,672454,9,18,Late,5,42080,2,448540,0.6355511635685291,0.1967931959637749,0,0
878,29,Male,962465,803743,48,Salaried,Home,5,367,8,6,52077,0,7,1,393730,1072679,49,20,Late,80,61085,3,105645,0.9829325582310012,0.8235353439084104,6,0
879,45,Female,1521523,588432,60,Salaried,Education,0,546,4,1,255925,1,0,0,973619,1222464,38,45,Late,43,33125,2,243581,0.7564272412829784,0.842204472639489,2,0
880,29,Female,1556539,419969,36,Self-employed,Business,3,643,6,3,248361,3,1,1,840522,586441,1,51,Paid,80,14585,4,433998,0.4600516740871847,0.244985794384315,9,0
881,61,Female,1704801,680644,24,Self-employed,Car,2,794,5,6,382280,7,9,2,843977,1686971,54,33,Late,30,98225,3,408573,0.8450853681204661,0.8246455981217047,9,0
882,49,Female,1339455,742089,48,Self-employed,Car,5,596,5,5,807401,0,1,2,741302,991634,21,29,Paid,82,29261,3,244739,0.8555543803850661,0.5559956908273714,2,0
883,23,Male,526914,120401,24,Salaried,Education,3,847,4,7,691793,2,9,0,210222,974876,17,3,Paid,89,50605,3,301671,0.0562927981182992,0.974561501972409,3,0
884,27,Female,239750,92879,60,Self-employed,Education,4,490,4,2,31538,9,6,1,346416,1005361,43,17,Late,76,76544,2,259055,0.5264447957128937,0.1100178421430742,16,0
885,43,Male,1338812,69194,12,Salaried,Business,0,849,1,4,230391,0,4,0,1276434,946757,84,57,Late,39,44508,2,359643,0.8400161899965888,0.1862440381534136,14,0
886,44,Male,1358439,685353,12,Self-employed,Business,4,586,5,4,462723,7,0,2,1793851,422103,63,10,Paid,13,25378,3,394913,0.3441638073959325,0.9429372850382968,14,0
887,48,Female,619734,235145,36,Salaried,Education,4,483,2,1,254067,0,9,2,87117,591613,85,50,Late,59,12569,3,297181,0.8225769347964687,0.2957902839727184,3,0
888,27,Female,1025802,253069,36,Salaried,Car,5,723,7,7,81209,2,5,1,1237519,1692632,28,34,Paid,88,41802,3,453099,0.1716512758494855,0.15014332618557,18,0
889,49,Male,628916,957273,36,Salaried,Education,2,829,2,4,907221,4,9,1,110650,700979,2,7,Late,12,26721,3,224458,0.1339992493745462,0.0525171848253953,15,0
890,46,Female,899660,460729,36,Self-employed,Business,2,671,2,1,353275,7,0,1,1079288,205180,88,29,Paid,74,23693,2,230014,0.8717845767468472,0.0984945571973938,19,0
891,31,Male,1649942,540229,36,Salaried,Business,0,704,8,7,971436,9,6,2,1775541,1320813,30,33,Paid,36,75580,2,109489,0.9823950298932188,0.6345859365578931,12,1
892,31,Female,1903283,711641,12,Self-employed,Business,3,437,5,6,435389,0,0,2,998359,757140,23,46,Late,71,5135,3,92155,0.1309041933092446,0.2042994091087868,11,1
893,43,Female,478161,228769,60,Self-employed,Education,5,360,6,3,894369,6,9,0,1390725,771450,52,53,Paid,53,72240,4,173405,0.8505738876354024,0.6437303027568497,0,0
894,21,Female,1761152,692606,12,Salaried,Education,5,486,9,4,232554,0,0,1,1748401,1564961,32,44,Late,50,98898,1,78789,0.5441775048731249,0.1578312594948508,6,0
895,37,Female,686226,684153,36,Self-employed,Home,4,599,1,4,580233,5,6,2,1718976,916283,86,39,Paid,63,59995,1,239795,0.588176597513895,0.0190185152884043,19,0
896,41,Male,218547,399749,60,Salaried,Business,1,430,6,7,251021,8,6,2,665620,1355283,83,53,Paid,27,78551,1,135744,0.5669310736421503,0.4115562249479452,19,0
897,24,Female,798629,249944,48,Self-employed,Home,2,727,5,4,331184,1,6,2,645014,13688,39,32,Late,43,76869,3,247745,0.0297771087716453,0.7109734888146593,17,0
898,56,Male,992870,424539,12,Self-employed,Business,0,607,9,3,677300,0,0,0,860319,723514,60,55,Late,49,72092,4,461006,0.2268411015102599,0.1851463676245031,19,1
899,25,Female,1549649,454752,60,Self-employed,Business,4,344,7,4,671171,7,8,2,836090,1671210,78,8,Late,26,84290,4,112101,0.9932805821331828,0.3255527442134168,16,0
900,55,Male,1170569,503585,24,Self-employed,Car,1,553,2,7,146095,1,0,2,1026677,556968,0,56,Late,77,17740,4,411285,0.6357403812225857,0.4059629903250163,15,0
901,37,Male,1659272,861476,36,Self-employed,Home,1,313,2,5,551588,0,3,2,643625,1773926,31,20,Paid,42,46941,1,435831,0.2072641025083914,0.2200559566792846,19,0
902,42,Female,479512,250034,24,Self-employed,Business,2,722,8,7,503591,0,0,0,294184,824747,22,25,Paid,66,67441,2,320240,0.3674475861399294,0.7258824920191882,6,0
903,59,Female,1483881,702476,24,Salaried,Home,2,877,4,1,323157,4,7,2,1855253,444185,38,49,Paid,62,61183,4,430118,0.6622384870377303,0.3689091724386056,18,0
904,64,Female,966516,681033,48,Salaried,Home,2,460,7,7,45330,1,3,0,1930403,1672224,62,2,Late,43,90858,1,336806,0.3658747051977374,0.8867251495529673,12,0
905,41,Female,1111301,292333,60,Self-employed,Home,4,390,1,3,837064,9,4,1,297812,792679,43,34,Paid,81,76822,3,419271,0.0242311206213937,0.2371048490943993,7,0
906,59,Male,406433,223281,48,Self-employed,Car,0,761,6,1,113847,0,9,2,1624282,558392,63,50,Paid,19,36036,4,134688,0.281940995529185,0.3291808471266251,4,1
907,34,Male,580937,808142,12,Salaried,Car,0,520,1,5,660173,0,5,0,1298094,790759,81,29,Late,41,65947,3,87987,0.7813726211239317,0.8280254922478069,8,0
908,29,Male,1996615,99889,60,Self-employed,Business,2,380,3,2,155944,6,8,2,1765598,601659,79,17,Paid,34,85349,4,290520,0.3030674187317052,0.0747037209897788,9,0
909,58,Female,622635,478419,48,Self-employed,Car,5,827,4,6,529866,9,8,1,1258023,1176117,65,17,Late,67,88662,1,239896,0.2480503602358776,0.1678202938597709,10,0
910,35,Male,250978,536689,60,Salaried,Education,5,575,7,2,686408,3,9,0,1999105,1498317,22,21,Late,11,25926,3,189490,0.8586691782873928,0.334623326537609,12,0
911,32,Female,512576,385763,48,Self-employed,Education,1,876,4,4,191215,5,7,2,1226812,1151479,1,36,Paid,52,1033,1,234640,0.0267013460651001,0.2004496820273833,8,1
912,29,Female,201073,280829,36,Self-employed,Business,0,466,5,1,290652,6,9,1,1092708,1140817,27,44,Late,52,83731,3,281718,0.4522079984241748,0.7839340401490648,12,0
913,27,Female,411514,321861,36,Salaried,Car,0,617,5,7,116742,9,4,1,1174983,915170,85,10,Paid,51,75743,3,209066,0.0170401676148349,0.9822547257306712,8,0
914,21,Female,1789077,776722,36,Self-employed,Business,0,571,8,4,362024,5,0,1,64522,924772,3,30,Late,19,84132,1,120684,0.5347601093545067,0.3692042152079517,7,0
915,57,Male,691955,267255,12,Self-employed,Car,2,404,5,7,670300,9,7,2,1311656,1410156,4,56,Late,89,15564,3,102655,0.4798893882417064,0.6389733014171727,4,0
916,53,Female,1745944,329230,48,Self-employed,Car,3,838,6,5,498267,8,1,2,1179609,1297321,81,1,Late,23,8039,1,53684,0.1107230148812032,0.0270385445898017,19,0
917,39,Male,637912,289636,60,Self-employed,Education,0,368,5,6,639232,1,2,1,530843,1243943,47,48,Late,38,49357,3,244539,0.656894109898155,0.1938930335547971,5,0
918,61,Female,395757,804492,48,Self-employed,Home,1,713,9,3,213515,5,5,2,82949,844728,16,4,Late,59,32827,3,50051,0.2717155519685726,0.7884793664634465,7,0
919,61,Female,1721347,902693,36,Salaried,Home,3,433,2,6,252562,1,6,0,1737436,1227767,6,11,Paid,11,90619,2,57451,0.2096239086670249,0.880899648796051,9,0
920,30,Male,1605684,173980,48,Self-employed,Car,1,482,2,5,624264,7,9,0,827588,290011,55,8,Late,70,83675,1,145691,0.1905872467824609,0.7280478162288138,9,0
921,52,Male,911324,955485,24,Self-employed,Education,1,409,3,7,795938,8,5,1,1706361,340022,73,41,Paid,67,88079,1,91324,0.4022985174134448,0.3437278289422044,15,0
922,37,Female,1536380,937911,12,Salaried,Home,2,350,6,1,285350,7,2,1,77736,74032,75,42,Paid,29,54787,2,471651,0.4668579750458701,0.9695606017938116,15,0
923,51,Female,1321595,139921,12,Salaried,Car,2,521,3,4,951165,4,7,1,360403,115011,11,29,Paid,27,93002,2,266317,0.4893825575536645,0.7827153541755473,4,0
924,56,Female,1170776,668935,24,Salaried,Education,1,334,3,4,909458,2,3,0,649884,178541,42,15,Late,74,22969,1,81331,0.5824121932764474,0.5053731032330684,2,0
925,57,Male,247510,137244,60,Self-employed,Education,0,814,6,2,253987,6,8,2,259623,1555435,89,24,Paid,42,10035,1,429879,0.5016066085244171,0.7727147137335519,3,0
926,46,Male,1975908,209134,36,Salaried,Car,2,425,1,1,290690,2,3,0,1646930,1492500,58,22,Late,60,95908,2,182879,0.4661863029569427,0.3311681235158623,17,0
927,33,Female,1843959,344780,12,Self-employed,Business,4,899,8,1,692276,5,0,2,1002864,765359,3,33,Late,57,39414,2,361338,0.76861060699194,0.7473323330198637,1,0
928,37,Male,232172,919473,36,Self-employed,Business,5,754,5,3,890820,1,1,1,1132046,10520,74,3,Late,2,78723,4,111343,0.7656000862555706,0.207611638107488,7,1
929,21,Male,391105,730836,60,Self-employed,Home,1,805,5,7,110864,4,1,2,1296058,625356,37,53,Paid,59,30774,3,138691,0.902184341001668,0.6249907452868377,6,0
930,30,Male,1072545,836609,24,Salaried,Home,1,387,8,4,937851,5,7,2,1824314,1028636,29,24,Late,29,5977,4,422879,0.3865422707886439,0.097758542461583,4,0
931,42,Female,1973125,660731,48,Self-employed,Home,2,325,9,7,26305,3,8,0,1586924,1051597,0,51,Late,17,98446,1,341424,0.1191615781506886,0.5353237052938337,13,0
932,62,Female,1090947,898081,36,Self-employed,Car,5,348,2,4,448982,8,6,2,1890653,654730,26,37,Paid,45,87392,4,450486,0.3215606550911781,0.8172766224847552,8,0
933,57,Male,1919195,899380,12,Self-employed,Education,5,399,3,6,192485,9,7,1,1449958,1012202,76,42,Late,18,61144,2,353456,0.3527834869163845,0.9315587047698516,0,0
934,28,Female,1332373,868770,12,Salaried,Business,5,624,4,2,862946,4,3,2,1021577,160256,72,41,Paid,73,61096,1,479915,0.8658401313925085,0.6488499201924834,13,1
935,52,Female,331089,112159,36,Salaried,Home,0,703,2,5,74314,7,9,2,1843034,893787,52,15,Late,16,70848,4,61563,0.4855001172269675,0.4600165761536009,7,0
936,32,Male,939813,504819,36,Self-employed,Education,2,517,8,7,871503,6,1,1,1701205,493113,15,35,Paid,36,33569,3,79590,0.7069161987901317,0.4657043967644284,13,0
937,46,Male,568979,829815,36,Salaried,Home,5,557,7,1,310792,7,7,2,1775738,1653594,87,13,Paid,85,37866,1,104621,0.2557576196860255,0.8591863987283802,7,0
938,51,Male,1257973,937789,48,Self-employed,Business,2,800,7,2,714643,3,9,1,1688534,1775633,56,20,Late,36,11310,2,71397,0.076694427356052,0.2575189235894086,4,0
939,50,Female,1440227,743568,48,Self-employed,Home,4,696,1,1,307439,8,1,2,1506128,451014,27,35,Late,44,70813,4,258968,0.3594697459440641,0.8544314431563332,17,0
940,49,Female,619057,798194,36,Salaried,Education,1,817,2,7,856620,1,3,0,1129891,1035534,26,59,Paid,31,28504,2,96430,0.5671891270991806,0.1037965607617057,7,0
941,43,Female,695028,545637,48,Salaried,Education,5,572,4,2,600160,6,6,0,654963,1091773,86,23,Paid,26,46133,4,367750,0.8989731172919957,0.3423606615261984,2,1
942,22,Female,897196,909925,60,Self-employed,Education,5,494,6,3,496441,2,1,0,217493,1071661,33,17,Late,54,2018,2,333245,0.1131415773810124,0.4774759436476692,11,1
943,57,Female,868418,856554,60,Self-employed,Home,5,584,2,7,659486,3,7,2,1509389,652697,44,18,Late,73,93605,2,86558,0.6627698707970726,0.4719158466271178,12,1
944,63,Male,1987192,754574,12,Self-employed,Home,1,685,1,5,369545,8,8,0,745109,1295974,7,50,Paid,53,38610,2,78171,0.679508890129378,0.5755329089081919,9,0
945,32,Female,1977366,526259,12,Self-employed,Home,3,316,3,4,530423,2,3,1,1183888,1243412,45,49,Late,32,8445,1,62624,0.1222416023785543,0.1821221019834568,10,0
946,26,Female,236874,968115,24,Self-employed,Education,1,785,2,1,512950,2,7,0,693396,1378966,2,29,Paid,9,1062,2,367799,0.1869416417109627,0.2823447208997194,5,0
